currency,per,date,time,close,vol,proportion
USD,D,11/02/19,00:00,66.0628,0,1
USD,D,12/02/19,00:00,65.6517,0,1
USD,D,13/02/19,00:00,65.7147,0,1
USD,D,14/02/19,00:00,65.6783,0,1
USD,D,15/02/19,00:00,66.5429,0,1
USD,D,16/02/19,00:00,66.7044,0,1
USD,D,17/02/19,00:00,66.7044,0,1
USD,D,18/02/19,00:00,66.7044,0,1
USD,D,19/02/19,00:00,66.247,0,1
USD,D,20/02/19,00:00,66.2022,0,1
USD,D,21/02/19,00:00,65.8568,0,1
USD,D,22/02/19,00:00,65.5401,0,1
USD,D,23/02/19,00:00,65.5149,0,1
USD,D,24/02/19,00:00,65.5149,0,1
USD,D,25/02/19,00:00,65.5149,0,1
USD,D,26/02/19,00:00,65.2582,0,1
USD,D,27/02/19,00:00,65.6182,0,1
USD,D,28/02/19,00:00,65.757,0,1
USD,D,01/03/19,00:00,65.8895,0,1
USD,D,02/03/19,00:00,65.8145,0,1
USD,D,03/03/19,00:00,65.8145,0,1
USD,D,04/03/19,00:00,65.8145,0,1
USD,D,05/03/19,00:00,65.7956,0,1
USD,D,06/03/19,00:00,65.8004,0,1
USD,D,07/03/19,00:00,65.843,0,1
USD,D,08/03/19,00:00,65.9646,0,1
USD,D,09/03/19,00:00,65.9646,0,1
USD,D,10/03/19,00:00,65.9646,0,1
USD,D,11/03/19,00:00,65.9646,0,1
USD,D,12/03/19,00:00,66.0763,0,1
USD,D,13/03/19,00:00,65.7674,0,1
USD,D,14/03/19,00:00,65.589,0,1
USD,D,15/03/19,00:00,65.4021,0,1
USD,D,16/03/19,00:00,65.4201,0,1
USD,D,17/03/19,00:00,65.4201,0,1
USD,D,18/03/19,00:00,65.4201,0,1
USD,D,19/03/19,00:00,64.6694,0,1
USD,D,20/03/19,00:00,64.3167,0,1
USD,D,21/03/19,00:00,64.2803,0,1
USD,D,22/03/19,00:00,63.742,0,1
USD,D,23/03/19,00:00,63.7705,0,1
USD,D,24/03/19,00:00,63.7705,0,1
USD,D,25/03/19,00:00,63.7705,0,1
USD,D,26/03/19,00:00,64.4993,0,1
USD,D,27/03/19,00:00,64.1683,0,1
USD,D,28/03/19,00:00,64.5925,0,1
USD,D,29/03/19,00:00,64.8012,0,1
USD,D,30/03/19,00:00,64.7347,0,1
USD,D,31/03/19,00:00,64.7347,0,1
USD,D,01/04/19,00:00,64.7347,0,1
USD,D,02/04/19,00:00,65.4176,0,1
USD,D,03/04/19,00:00,65.4726,0,1
USD,D,04/04/19,00:00,65.1639,0,1
USD,D,05/04/19,00:00,65.3281,0,1
USD,D,06/04/19,00:00,65.4072,0,1
USD,D,07/04/19,00:00,65.4072,0,1
USD,D,08/04/19,00:00,65.4072,0,1
USD,D,09/04/19,00:00,65.3498,0,1
USD,D,10/04/19,00:00,64.7766,0,1
USD,D,11/04/19,00:00,64.7373,0,1
USD,D,12/04/19,00:00,64.3991,0,1
USD,D,13/04/19,00:00,64.5171,0,1
USD,D,14/04/19,00:00,64.5171,0,1
USD,D,15/04/19,00:00,64.5171,0,1
USD,D,16/04/19,00:00,64.2469,0,1
USD,D,17/04/19,00:00,64.2422,0,1
USD,D,18/04/19,00:00,63.945,0,1
USD,D,19/04/19,00:00,64.0688,0,1
USD,D,20/04/19,00:00,63.9602,0,1
USD,D,21/04/19,00:00,63.9602,0,1
USD,D,22/04/19,00:00,63.9602,0,1
USD,D,23/04/19,00:00,63.786,0,1
USD,D,24/04/19,00:00,63.7906,0,1
USD,D,25/04/19,00:00,63.9798,0,1
USD,D,26/04/19,00:00,64.6794,0,1
USD,D,27/04/19,00:00,64.7053,0,1
USD,D,28/04/19,00:00,64.7053,0,1
USD,D,29/04/19,00:00,64.7053,0,1
USD,D,30/04/19,00:00,64.6917,0,1
USD,D,01/05/19,00:00,64.6314,0,1
USD,D,02/05/19,00:00,64.6314,0,1
USD,D,03/05/19,00:00,64.6314,0,1
USD,D,04/05/19,00:00,64.6314,0,1
USD,D,05/05/19,00:00,64.6314,0,1
USD,D,06/05/19,00:00,64.6314,0,1
USD,D,07/05/19,00:00,65.335,0,1
USD,D,08/05/19,00:00,65.2166,0,1
USD,D,09/05/19,00:00,65.2287,0,1
USD,D,10/05/19,00:00,65.2287,0,1
USD,D,11/05/19,00:00,65.2287,0,1
USD,D,12/05/19,00:00,65.2287,0,1
USD,D,13/05/19,00:00,65.2287,0,1
USD,D,14/05/19,00:00,65.4703,0,1
USD,D,15/05/19,00:00,65.3001,0,1
USD,D,16/05/19,00:00,64.8489,0,1
USD,D,17/05/19,00:00,64.5598,0,1
USD,D,18/05/19,00:00,64.6327,0,1
USD,D,19/05/19,00:00,64.6327,0,1
USD,D,20/05/19,00:00,64.6327,0,1
USD,D,21/05/19,00:00,64.4888,0,1
USD,D,22/05/19,00:00,64.5372,0,1
USD,D,23/05/19,00:00,64.4156,0,1
USD,D,24/05/19,00:00,64.4913,0,1
USD,D,25/05/19,00:00,64.6106,0,1
USD,D,26/05/19,00:00,64.6106,0,1
USD,D,27/05/19,00:00,64.6106,0,1
USD,D,28/05/19,00:00,64.4636,0,1
USD,D,29/05/19,00:00,64.5394,0,1
USD,D,30/05/19,00:00,64.9084,0,1
USD,D,31/05/19,00:00,65.0583,0,1
USD,D,01/06/19,00:00,65.3834,0,1
USD,D,02/06/19,00:00,65.3834,0,1
USD,D,03/06/19,00:00,65.3834,0,1
USD,D,04/06/19,00:00,65.5547,0,1
USD,D,05/06/19,00:00,65.1614,0,1
USD,D,06/06/19,00:00,65.1243,0,1
USD,D,07/06/19,00:00,65.234,0,1
USD,D,08/06/19,00:00,65.0395,0,1
USD,D,09/06/19,00:00,65.0395,0,1
USD,D,10/06/19,00:00,65.0395,0,1
USD,D,11/06/19,00:00,64.7919,0,1
USD,D,12/06/19,00:00,64.5158,0,1
USD,D,13/06/19,00:00,64.5158,0,1
USD,D,14/06/19,00:00,64.6314,0,1
USD,D,15/06/19,00:00,64.4326,0,1
USD,D,16/06/19,00:00,64.4326,0,1
USD,D,17/06/19,00:00,64.4326,0,1
USD,D,18/06/19,00:00,64.3187,0,1
USD,D,19/06/19,00:00,64.3352,0,1
USD,D,20/06/19,00:00,63.9794,0,1
USD,D,21/06/19,00:00,63.3877,0,1
USD,D,22/06/19,00:00,63.1295,0,1
USD,D,23/06/19,00:00,63.1295,0,1
USD,D,24/06/19,00:00,63.1295,0,1
USD,D,25/06/19,00:00,62.9095,0,1
USD,D,26/06/19,00:00,62.5229,0,1
USD,D,27/06/19,00:00,62.8083,0,1
USD,D,28/06/19,00:00,63.0452,0,1
USD,D,29/06/19,00:00,63.0756,0,1
USD,D,30/06/19,00:00,63.0756,0,1
USD,D,01/07/19,00:00,63.0756,0,1
USD,D,02/07/19,00:00,63.0541,0,1
USD,D,03/07/19,00:00,63.2265,0,1
USD,D,04/07/19,00:00,63.4951,0,1
USD,D,05/07/19,00:00,63.4013,0,1
USD,D,06/07/19,00:00,63.5841,0,1
USD,D,07/07/19,00:00,63.5841,0,1
USD,D,08/07/19,00:00,63.5841,0,1
USD,D,09/07/19,00:00,63.8699,0,1
USD,D,10/07/19,00:00,63.766,0,1
USD,D,11/07/19,00:00,63.7988,0,1
USD,D,12/07/19,00:00,62.9944,0,1
USD,D,13/07/19,00:00,63.0204,0,1
USD,D,14/07/19,00:00,63.0204,0,1
USD,D,15/07/19,00:00,63.0204,0,1
USD,D,16/07/19,00:00,62.828,0,1
USD,D,17/07/19,00:00,62.8129,0,1
USD,D,18/07/19,00:00,62.9451,0,1
USD,D,19/07/19,00:00,62.8286,0,1
USD,D,20/07/19,00:00,62.8666,0,1
USD,D,21/07/19,00:00,62.8666,0,1
USD,D,22/07/19,00:00,62.8666,0,1
USD,D,23/07/19,00:00,62.9776,0,1
USD,D,24/07/19,00:00,63.129,0,1
USD,D,25/07/19,00:00,63.1162,0,1
USD,D,26/07/19,00:00,63.1572,0,1
USD,D,27/07/19,00:00,63.1271,0,1
USD,D,28/07/19,00:00,63.1271,0,1
USD,D,29/07/19,00:00,63.1271,0,1
USD,D,30/07/19,00:00,63.521,0,1
USD,D,31/07/19,00:00,63.3791,0,1
USD,D,01/08/19,00:00,63.4172,0,1
USD,D,02/08/19,00:00,63.834,0,1
USD,D,03/08/19,00:00,64.6423,0,1
